OFNS_DESC,CMPLNT_NUM,CMPLNT_FR_DT
UNLAWFUL POSS. WEAP. ON SCHOOL,2,02/01/2019 12:00:00 AM
UNLAWFUL POSS. WEAP. ON SCHOOL,1,05/01/2019 12:00:00 AM
VEHICLE AND TRAFFIC LAWS,543,01/01/2018 12:00:00 AM
VEHICLE AND TRAFFIC LAWS,503,02/01/2018 12:00:00 AM
VEHICLE AND TRAFFIC LAWS,527,03/01/2018 12:00:00 AM
VEHICLE AND TRAFFIC LAWS,483,04/01/2018 12:00:00 AM
VEHICLE AND TRAFFIC LAWS,626,05/01/2018 12:00:00 AM
VEHICLE AND TRAFFIC LAWS,557,06/01/2018 12:00:00 AM
VEHICLE AND TRAFFIC LAWS,579,07/01/2018 12:00:00 AM
VEHICLE AND TRAFFIC LAWS,588,08/01/2018 12:00:00 AM
VEHICLE AND TRAFFIC LAWS,598,09/01/2018 12:00:00 AM
VEHICLE AND TRAFFIC LAWS,594,10/01/2018 12:00:00 AM
VEHICLE AND TRAFFIC LAWS,530,11/01/2018 12:00:00 AM
VEHICLE AND TRAFFIC LAWS,645,12/01/2018 12:00:00 AM
VEHICLE AND TRAFFIC LAWS,541,01/01/2019 12:00:00 AM
VEHICLE AND TRAFFIC LAWS,474,02/01/2019 12:00:00 AM
VEHICLE AND TRAFFIC LAWS,510,03/01/2019 12:00:00 AM
VEHICLE AND TRAFFIC LAWS,509,04/01/2019 12:00:00 AM
VEHICLE AND TRAFFIC LAWS,624,05/01/2019 12:00:00 AM
VEHICLE AND TRAFFIC LAWS,535,06/01/2019 12:00:00 AM
VEHICLE AND TRAFFIC LAWS,610,07/01/2019 12:00:00 AM
VEHICLE AND TRAFFIC LAWS,581,08/01/2019 12:00:00 AM
VEHICLE AND TRAFFIC LAWS,602,09/01/2019 12:00:00 AM
VEHICLE AND TRAFFIC LAWS,621,10/01/2019 12:00:00 AM
VEHICLE AND TRAFFIC LAWS,541,11/01/2019 12:00:00 AM
VEHICLE AND TRAFFIC LAWS,603,12/01/2019 12:00:00 AM
,2,02/01/2018 12:00:00 AM
,1,04/01/2018 12:00:00 AM
,1,06/01/2018 12:00:00 AM
,2,08/01/2018 12:00:00 AM
,3,09/01/2018 12:00:00 AM
,3,10/01/2018 12:00:00 AM
,6,12/01/2018 12:00:00 AM
,1,01/01/2019 12:00:00 AM
,3,02/01/2019 12:00:00 AM
,1,04/01/2019 12:00:00 AM
,1,08/01/2019 12:00:00 AM
,1,10/01/2019 12:00:00 AM
,1,11/01/2019 12:00:00 AM
